sample_id,stage,y,x,max_abs_error,cpu_r,cpu_g,cpu_b,candidate_r,candidate_g,candidate_b
IDG_20260410_140916_153_converted,materialized_rgb_out,26,73,8.595487500251409e-05,0.8334118078050512,0.7601291047117119,0.7079498008082549,0.8334977626800537,0.7600648403167725,0.7079676389694214
IDG_20260410_140916_153_converted,materialized_rgb_out,28,52,8.154660428605354e-05,0.8312005922201768,0.7677150521573453,0.7209082671543626,0.8312821388244629,0.7676547169685364,0.7209222912788391
IDG_20260410_140916_153_converted,materialized_rgb_out,28,62,8.037891675471975e-05,0.8241692462892389,0.7661845036334543,0.7114169323960702,0.8242496252059937,0.7661299109458923,0.7114314436912537
IDG_20260410_140916_153_converted,materialized_rgb_out,27,71,7.80435501019916e-05,0.8284254459442217,0.7668360462209861,0.728251313965744,0.8285034894943237,0.7667778134346008,0.7282637357711792
IDG_20260410_140916_153_converted,materialized_rgb_out,27,61,7.78857882800521e-05,0.829206245738667,0.7706807327581316,0.7223329785886269,0.829284131526947,0.7706255912780762,0.722345232963562
IDG_20260410_140916_153_converted,materialized_rgb_out,28,65,7.675338210788585e-05,0.816893714185336,0.7605930422974914,0.7065194178018559,0.8169704675674438,0.7605438232421875,0.7065335512161255
IDG_20260410_140916_153_converted,materialized_rgb_out,28,71,7.660165462131108e-05,0.8193585179742849,0.758534193976452,0.6879432294228432,0.8194351196289062,0.7584839463233948,0.687954843044281
IDG_20260410_140916_153_converted,materialized_rgb_out,28,61,7.546476460773555e-05,0.8181744165029399,0.7706640554358943,0.7091959729875815,0.8182498812675476,0.7706201672554016,0.7092067003250122
IDG_20260410_140916_153_converted,materialized_rgb_out,27,52,7.53329624922916e-05,0.8201273156771867,0.7691670279605494,0.6871535544917512,0.820202648639679,0.7691223621368408,0.6871626377105713
IDG_20260410_140916_153_converted,materialized_rgb_out,27,66,7.381063581290981e-05,0.8345829047572535,0.7788834952623019,0.7067746183019493,0.8346567153930664,0.7788415551185608,0.7067838907241821
IDG_20260410_140916_153_converted,materialized_rgb_out,25,74,7.341419535067395e-05,0.8152904101721725,0.7585401289745268,0.7139632095096176,0.8153638243675232,0.758492648601532,0.7139762043952942
IDG_20260410_140916_153_converted,materialized_rgb_out,27,64,7.30026296041908e-05,0.8250582348772623,0.7757531368507912,0.7113818591997063,0.8251312375068665,0.7757124304771423,0.7113907337188721
IDG_20260410_140916_153_converted,materialized_rgb_out,25,47,7.262648100159197e-05,0.8271465617323468,0.7600804556048892,0.7553209130501083,0.8272191882133484,0.7600240111351013,0.7553265690803528
IDG_20260410_140916_153_converted,materialized_rgb_out,24,46,7.23264429632886e-05,0.8258936741139825,0.7746780529658264,0.724392830748908,0.8259660005569458,0.7746326327323914,0.724401593208313
IDG_20260410_140916_153_converted,materialized_rgb_out,27,74,7.218086245974753e-05,0.8173659447478918,0.7500062081860419,0.7090867308860012,0.8174381256103516,0.749961256980896,0.7091004252433777
IDG_20260410_140916_153_converted,materialized_rgb_out,28,63,7.143038098156307e-05,0.8118471263092345,0.756216029700051,0.7056951439000662,0.8119185566902161,0.7561725974082947,0.7057086229324341
IDG_20260410_140916_153_converted,materialized_rgb_out,28,66,7.11944620603866e-05,0.8098520967442995,0.7583674758143492,0.7009409491933819,0.8099232912063599,0.7583252191543579,0.7009537816047668
IDG_20260410_140916_153_converted,materialized_rgb_out,25,72,7.093124440904486e-05,0.8242489678377748,0.7753422870125798,0.7235881578224848,0.8243198990821838,0.7752999067306519,0.7235959768295288
IDG_20260410_140916_153_converted,materialized_rgb_out,22,55,7.07885220493365e-05,0.8372484663531338,0.7782678159140763,0.7323826204018891,0.8373192548751831,0.7782208323478699,0.7323893904685974
IDG_20260410_140916_153_converted,materialized_rgb_out,21,57,7.075716805859944e-05,0.8218278224294145,0.7700071169125842,0.7338009564140767,0.8218985795974731,0.7699581980705261,0.7338091135025024
IDG_20260410_140916_153_converted,materialized_rgb_out,26,63,7.051865058205209e-05,0.8514239128450845,0.7818362086080143,0.7289435338822587,0.8514944314956665,0.7817904353141785,0.7289502620697021
IDG_20260410_140916_153_converted,materialized_rgb_out,27,67,7.04470492919329e-05,0.8141798433445374,0.771849167669995,0.7108018850431509,0.8142502903938293,0.7718114256858826,0.7108108401298523
IDG_20260410_140916_153_converted,materialized_rgb_out,27,57,7.017496092187603e-05,0.8292942440225376,0.777104775349245,0.7277511690257795,0.8293644189834595,0.777061402797699,0.7277580499649048
IDG_20260410_140916_153_converted,materialized_rgb_out,27,63,6.961857664344873e-05,0.8229477998079086,0.7754319360960363,0.7237119006162919,0.823017418384552,0.775391161441803,0.7237194776535034
IDG_20260410_140916_153_converted,materialized_rgb_out,27,60,6.873530704631925e-05,0.818750966364554,0.7758461424575116,0.7169111400150991,0.8188197016716003,0.7758108973503113,0.716917872428894
