sample_id,stage,y,x,max_abs_error,cpu_r,cpu_g,cpu_b,candidate_r,candidate_g,candidate_b
IMG_9333,rgb_out,48,72,6.775319770513377e-05,0.8087155395726806,0.7542000941577243,0.69784439125585,0.8087832927703857,0.75416100025177,0.6978563666343689
IMG_9333,rgb_out,54,68,6.725601619106403e-05,0.8150552291446366,0.7762578253438743,0.6962502813636849,0.8151224851608276,0.7762293815612793,0.6962560415267944
IMG_9333,rgb_out,55,84,6.450539431723801e-05,0.8078398572842106,0.7599011579712036,0.7203131790362208,0.8079043626785278,0.7598610520362854,0.7203238606452942
IMG_9333,rgb_out,54,79,6.253038665982036e-05,0.8147655078289774,0.7774359551243194,0.7224768092251558,0.8148280382156372,0.7774075865745544,0.722480833530426
IMG_9333,rgb_out,49,71,6.19684424559841e-05,0.8084522689614136,0.7662134519639333,0.682144551454611,0.8085142374038696,0.7661793231964111,0.6821491718292236
IMG_9333,rgb_out,54,80,5.829114980748784e-05,0.8125376723282809,0.7785346552173287,0.7246413139866456,0.8125959634780884,0.7785106301307678,0.7246435880661011
IMG_9333,rgb_out,55,85,5.6284192476607764e-05,0.7979461972680947,0.7625780528522155,0.7084453789044851,0.7980024814605713,0.7625477910041809,0.7084553837776184
IMG_9333,rgb_out,53,62,5.627753565162763e-05,0.798890579916741,0.7637676825855031,0.712846420591913,0.7989468574523926,0.7637373805046082,0.7128556966781616
IMG_9333,rgb_out,54,83,5.615478049214584e-05,0.8088965343903453,0.7758828342355925,0.732452363784827,0.8089526891708374,0.7758572697639465,0.7324544191360474
IMG_9333,rgb_out,55,77,5.585037043942531e-05,0.7974566213054334,0.7614690961225845,0.7040575421866604,0.7975124716758728,0.7614390850067139,0.7040679454803467
IMG_9333,rgb_out,53,68,5.3729520166023725e-05,0.8076705675264954,0.7755131004017735,0.740431261693159,0.8077242970466614,0.7754875421524048,0.740431547164917
IMG_9333,rgb_out,54,81,5.261592617311628e-05,0.8122468740488025,0.7811155193128093,0.7295394113771903,0.8122994899749756,0.7810971140861511,0.7295389175415039
IMG_9333,rgb_out,54,82,5.260228584602622e-05,0.811829595571057,0.7811799348086622,0.7302892320215809,0.8118821978569031,0.7811619639396667,0.7302885055541992
IMG_9333,rgb_out,58,62,5.027601180773722e-05,0.7985753720098903,0.7548268980017432,0.718814454900783,0.798625648021698,0.754797637462616,0.7188242673873901
IMG_9333,rgb_out,61,64,4.964436559551366e-05,0.7583869632628428,0.723024236236387,0.6636452932233644,0.7583373188972473,0.7230344414710999,0.663640558719635
IMG_9333,rgb_out,55,69,4.958237011720712e-05,0.8046333876768799,0.7776759164914148,0.7334457926115977,0.8046829700469971,0.7776577472686768,0.7334454655647278
IMG_9333,rgb_out,54,67,4.917306608243077e-05,0.8065901406317325,0.7626622884408467,0.6685961661326437,0.8066393136978149,0.7626322507858276,0.6685961484909058
IMG_9333,rgb_out,55,76,4.830725604976216e-05,0.7937838160235218,0.7585861554335845,0.7000178029634299,0.7938321232795715,0.7585592269897461,0.7000278234481812
IMG_9333,rgb_out,56,58,4.819585633997203e-05,0.7524908538038803,0.716111602246424,0.6666866130543507,0.7524426579475403,0.7161242365837097,0.6666803359985352
IMG_9333,rgb_out,55,68,4.8023576715516825e-05,0.8202698649120121,0.8150414136344433,0.8211957340165317,0.8202218413352966,0.8150501251220703,0.8212100863456726
IMG_9333,rgb_out,59,59,4.798935407235305e-05,0.756973453030525,0.7258939783402166,0.6683245456787988,0.7569254636764526,0.7259013652801514,0.6683205366134644
IMG_9333,rgb_out,60,61,4.710922632567005e-05,0.7617597199479138,0.7291644882500536,0.6685900800755427,0.7617126107215881,0.729170024394989,0.6685869693756104
IMG_9333,rgb_out,61,65,4.659462771505751e-05,0.7626674609263906,0.7285747418438272,0.6695429587898917,0.7626208662986755,0.7285805940628052,0.6695395708084106
IMG_9333,rgb_out,55,59,4.630009760631104e-05,0.7637874952994801,0.7281866996180585,0.6717725367770333,0.7637411952018738,0.7281931042671204,0.6717687845230103
IMG_9333,rgb_out,59,62,4.6108656632348755e-05,0.7926901236240989,0.7572259922279869,0.7050262370408099,0.7927362322807312,0.7572001218795776,0.7050365805625916
