sample_id,stage,y,x,max_abs_error,cpu_r,cpu_g,cpu_b,candidate_r,candidate_g,candidate_b
IMG20260603204611.,materialized_rgb_out,90,91,9.067273280405352e-05,0.8563370563969872,0.7663800392159861,0.672943754142804,0.8564277291297913,0.7663072943687439,0.6729556918144226
IMG20260603204611.,materialized_rgb_out,89,90,8.999320430436164e-05,0.8572932579858812,0.7681160237071474,0.6738321782284304,0.8573832511901855,0.7680448293685913,0.6738442182540894
IMG20260603204611.,materialized_rgb_out,88,89,8.979796907526705e-05,0.8564205431983747,0.765532196656219,0.6708705848337646,0.85651034116745,0.7654589414596558,0.6708821654319763
IMG20260603204611.,materialized_rgb_out,91,91,8.95903859682301e-05,0.857260580226367,0.764770728081803,0.6691634648122138,0.8573501706123352,0.7646969556808472,0.6691745519638062
IMG20260603204611.,materialized_rgb_out,75,71,8.957267614384534e-05,0.852523041955509,0.7666116534714026,0.674909715218147,0.8526126146316528,0.76654052734375,0.6749217510223389
IMG20260603204611.,materialized_rgb_out,89,91,8.955326335535752e-05,0.8561817732785453,0.7644170391810424,0.6669625737374016,0.8562713265419006,0.7643430829048157,0.6669737696647644
IMG20260603204611.,materialized_rgb_out,52,70,8.937345933324181e-05,0.852934453616625,0.7698691601520983,0.6767986853458953,0.8530238270759583,0.7698009014129639,0.6768105626106262
IMG20260603204611.,materialized_rgb_out,92,65,8.895446197110246e-05,0.8636305684910623,0.7623978255201285,0.6380079566551202,0.8637195229530334,0.762322187423706,0.6380237340927124
IMG20260603204611.,materialized_rgb_out,91,90,8.889039981008207e-05,0.8564170400239265,0.7648959779208938,0.665842258962404,0.8565059304237366,0.7648227214813232,0.6658526062965393
IMG20260603204611.,materialized_rgb_out,58,75,8.872894864531133e-05,0.8510383591212705,0.7673283251395621,0.6755554356102378,0.8511270880699158,0.7672584056854248,0.6755672693252563
IMG20260603204611.,materialized_rgb_out,56,74,8.869439446201888e-05,0.8505788418642355,0.7666489632557999,0.6752580888780672,0.8506675362586975,0.7665784358978271,0.675270140171051
IMG20260603204611.,materialized_rgb_out,59,76,8.869107326603398e-05,0.850470960778388,0.7641265779338734,0.6730678608862629,0.850559651851654,0.7640545964241028,0.6730791926383972
IMG20260603204611.,materialized_rgb_out,88,88,8.859472280309255e-05,0.858551301193182,0.7681073834738543,0.6694168171816172,0.8586398959159851,0.768036425113678,0.6694276332855225
IMG20260603204611.,materialized_rgb_out,90,92,8.847469279571474e-05,0.8552255416493674,0.7595312773512526,0.6626673419057875,0.8553140163421631,0.7594572305679321,0.6626775860786438
IMG20260603204611.,materialized_rgb_out,72,73,8.837979547615671e-05,0.8541263480830944,0.7691807754993403,0.6748106738034558,0.8542147278785706,0.7691120505332947,0.6748220920562744
IMG20260603204611.,materialized_rgb_out,75,69,8.83338910477871e-05,0.8541227581041915,0.7685616274662549,0.6721609422185528,0.8542110919952393,0.7684923410415649,0.6721715927124023
IMG20260603204611.,materialized_rgb_out,88,90,8.828721864040379e-05,0.8544740549482602,0.7613886616544492,0.6653455663666996,0.8545623421669006,0.7613149881362915,0.6653558015823364
IMG20260603204611.,materialized_rgb_out,93,61,8.821795301772184e-05,0.8606574504582372,0.7537649762878645,0.6370650195360259,0.8607456684112549,0.7536907196044922,0.6370809674263
IMG20260603204611.,materialized_rgb_out,89,88,8.821563766170382e-05,0.8591235272402985,0.7717700059927545,0.6783185425499781,0.8592117428779602,0.7717025876045227,0.6783316731452942
IMG20260603204611.,materialized_rgb_out,73,73,8.81982061426978e-05,0.8556426334169347,0.7688328232141739,0.672845692258632,0.8557308316230774,0.7687636017799377,0.6728566288948059
IMG20260603204611.,materialized_rgb_out,93,65,8.803844934190952e-05,0.8593788719129017,0.7569098069450793,0.643058687223963,0.8594669103622437,0.7568349242210388,0.6430729031562805
IMG20260603204611.,materialized_rgb_out,63,76,8.791131909802186e-05,0.8539056237227111,0.7699843272316245,0.6743930031606318,0.8539935350418091,0.769916832447052,0.6744041442871094
IMG20260603204611.,materialized_rgb_out,87,87,8.785330254990065e-05,0.8546534220079665,0.7636565479316589,0.6639266308588191,0.8547412753105164,0.763583779335022,0.6639367938041687
IMG20260603204611.,materialized_rgb_out,74,74,8.772451377780932e-05,0.8521025912096414,0.7636059809509794,0.6686737208570648,0.8521903157234192,0.7635337114334106,0.6686841249465942
IMG20260603204611.,materialized_rgb_out,73,74,8.770536124325101e-05,0.852841648352746,0.7671054179139419,0.6708269648402755,0.8529293537139893,0.7670353055000305,0.6708375215530396
