sample_id,name,shape,dtype,size,finite_count,nan_count,posinf_count,neginf_count,min,max,mean,std,negative_count,above_one_count,at_or_below_zero_count,at_or_above_one_count
IMG_2972,mlx_cmy_print,126x95x3,float32,35910,35910,0,0,0,0.042335186153650284,2.4671518802642822,1.397373914718628,0.8343368172645569,0,23421,0,23421
IMG_2972,mlx_rgb_out,126x95x3,float32,35910,35910,0,0,0,0.0036447676829993725,0.8837769031524658,0.2757304608821869,0.2785423994064331,0,0,0,0
IMG_2972,mlx_materialized_rgb_out,126x95x3,float32,35910,35910,0,0,0,0.0036447676829993725,0.8837769031524658,0.2757304608821869,0.2785423994064331,0,0,0,0
IDG_20260410_140916_153_converted,decoded_or_synthetic_source,95x126x3,float64,35910,35910,0,0,0,-4.9307322412451765e-05,0.9798362710545261,0.10217734736214319,0.1895002096829776,9,0,12,0
IDG_20260410_140916_153_converted,cpu_gui_prepared_input,95x126x3,float64,35910,35910,0,0,0,-4.9307322412451765e-05,0.9798362710545261,0.10217734736214319,0.1895002096829776,9,0,12,0
IDG_20260410_140916_153_converted,mlx_gui_prepared_input,95x126x3,float32,35910,35910,0,0,0,-4.930732393404469e-05,0.9798362851142883,0.10217734426259995,0.18950021266937256,9,0,12,0
IDG_20260410_140916_153_converted,cpu_rgb_in,95x126x3,float64,35910,35910,0,0,0,-4.9307322412451765e-05,0.9798362710545261,0.10217734736214319,0.1895002096829776,9,0,12,0
IDG_20260410_140916_153_converted,cpu_rgb_pre,95x126x3,float64,35910,35910,0,0,0,-4.9307322412451765e-05,0.9798362710545261,0.10217734736214319,0.1895002096829776,9,0,12,0
IDG_20260410_140916_153_converted,cpu_log_e_film,95x126x3,float64,35910,35910,0,0,0,-10.0,0.7520951939670043,-0.8254570039282336,0.6370873594922267,30021,0,30021,0
IDG_20260410_140916_153_converted,cpu_cmy_film,95x126x3,float64,35910,35910,0,0,0,0.0,1.1459037395689755,0.3294506136611354,0.3144004282143345,0,2283,12,2283
IDG_20260410_140916_153_converted,cpu_log_e_print,95x126x3,float64,35910,35910,0,0,0,-0.43722855799146343,0.8623450302504061,0.46292121518959267,0.342959654869601,5894,0,5894,0
IDG_20260410_140916_153_converted,cpu_cmy_print,95x126x3,float64,35910,35910,0,0,0,0.05124754711613201,2.467151095916245,1.6849175061756132,0.7162937072489497,0,29794,0,29794
IDG_20260410_140916_153_converted,cpu_rgb_out,95x126x3,float64,35910,35910,0,0,0,0.00876395844678618,0.8544038112990576,0.1863500570226957,0.24207418858770854,0,0,0,0
IDG_20260410_140916_153_converted,cpu_materialized_rgb_out,95x126x3,float64,35910,35910,0,0,0,0.00876395844678618,0.8544038112990576,0.1863500570226957,0.24207418858770854,0,0,0,0
IDG_20260410_140916_153_converted,mlx_rgb_in,95x126x3,float32,35910,35910,0,0,0,-4.930732393404469e-05,0.9798362851142883,0.10217734426259995,0.18950021266937256,9,0,12,0
IDG_20260410_140916_153_converted,mlx_rgb_pre,95x126x3,float32,35910,35910,0,0,0,-4.930732393404469e-05,0.9798362851142883,0.10217734426259995,0.18950021266937256,9,0,12,0
IDG_20260410_140916_153_converted,mlx_log_e_film,95x126x3,float32,35910,35910,0,0,0,-10.0,0.7520949840545654,-0.825456976890564,0.6370874047279358,30021,0,30021,0
IDG_20260410_140916_153_converted,mlx_cmy_film,95x126x3,float32,35910,35910,0,0,0,0.0,1.1459035873413086,0.3294506371021271,0.31440046429634094,0,2283,12,2283
IDG_20260410_140916_153_converted,mlx_log_e_print,95x126x3,float32,35910,35910,0,0,0,-0.4372308850288391,0.8623589277267456,0.462922066450119,0.342960387468338,5894,0,5894,0
IDG_20260410_140916_153_converted,mlx_cmy_print,95x126x3,float32,35910,35910,0,0,0,0.051246438175439835,2.467153549194336,1.6849178075790405,0.7162939310073853,0,29794,0,29794
IDG_20260410_140916_153_converted,mlx_rgb_out,95x126x3,float32,35910,35910,0,0,0,0.008757813833653927,0.8544437885284424,0.18635042011737823,0.24207261204719543,0,0,0,0
IDG_20260410_140916_153_converted,mlx_materialized_rgb_out,95x126x3,float32,35910,35910,0,0,0,0.008757813833653927,0.8544437885284424,0.18635042011737823,0.24207261204719543,0,0,0,0
IMG_4897,decoded_or_synthetic_source,95x126x3,float64,35910,35910,0,0,0,0.0006553625691667336,0.9958379694359556,0.01901369020756387,0.06721237386651027,0,0,0,0
IMG_4897,cpu_gui_prepared_input,95x126x3,float64,35910,35910,0,0,0,0.0006553625691667336,0.9958379694359556,0.01901369020756387,0.06721237386651027,0,0,0,0
IMG_4897,mlx_gui_prepared_input,95x126x3,float32,35910,35910,0,0,0,0.0006553625571541488,0.9958379864692688,0.01901368983089924,0.06721237301826477,0,0,0,0
IMG_4897,cpu_rgb_in,95x126x3,float64,35910,35910,0,0,0,0.0006553625691667336,0.9958379694359556,0.01901369020756387,0.06721237386651027,0,0,0,0
IMG_4897,cpu_rgb_pre,95x126x3,float64,35910,35910,0,0,0,0.0006553625691667336,0.9958379694359556,0.01901369020756387,0.06721237386651027,0,0,0,0
IMG_4897,cpu_log_e_film,95x126x3,float64,35910,35910,0,0,0,-2.4722095820770127,0.7427161647842999,-1.1515487709392411,0.21649625195516042,35644,0,35644,0
IMG_4897,cpu_cmy_film,95x126x3,float64,35910,35910,0,0,0,0.0007197674710482221,1.2045353352182202,0.15168704788576778,0.09725491653227,0,174,0,174
IMG_4897,cpu_log_e_print,95x126x3,float64,35910,35910,0,0,0,-0.43039889367382217,0.8611398633826716,0.6604391042435249,0.10646976470620702,264,0,264,0
IMG_4897,cpu_cmy_print,95x126x3,float64,35910,35910,0,0,0,0.04992570200038955,2.467021539445504,2.050924247323834,0.30286805017678314,0,35613,0,35613
IMG_4897,cpu_rgb_out,95x126x3,float64,35910,35910,0,0,0,0.038073068670392854,0.8428509976691558,0.07398740798700841,0.06203994859287209,0,0,0,0
IMG_4897,cpu_materialized_rgb_out,95x126x3,float64,35910,35910,0,0,0,0.038073068670392854,0.8428509976691558,0.07398740798700841,0.06203994859287209,0,0,0,0
IMG_4897,mlx_rgb_in,95x126x3,float32,35910,35910,0,0,0,0.0006553625571541488,0.9958379864692688,0.01901368983089924,0.06721237301826477,0,0,0,0
IMG_4897,mlx_rgb_pre,95x126x3,float32,35910,35910,0,0,0,0.0006553625571541488,0.9958379864692688,0.01901368983089924,0.06721237301826477,0,0,0,0
IMG_4897,mlx_log_e_film,95x126x3,float32,35910,35910,0,0,0,-2.472209930419922,0.7427163124084473,-1.1515487432479858,0.21649625897407532,35644,0,35644,0
IMG_4897,mlx_cmy_film,95x126x3,float32,35910,35910,0,0,0,0.0007197677623480558,1.2045353651046753,0.15168705582618713,0.0972549244761467,0,174,0,174
IMG_4897,mlx_log_e_print,95x126x3,float32,35910,35910,0,0,0,-0.4303989112377167,0.8611540794372559,0.6604398488998413,0.10647010058164597,264,0,264,0
