sample_id,stage,cpu_shape,candidate_shape,cpu_dtype,candidate_dtype,status,abs_p50,abs_p90,abs_p95,abs_p99,abs_p999,abs_max,rel_p50,rel_p90,rel_p95,rel_p99,rel_p999,rel_max,abs_ev_p50,abs_ev_p90,abs_ev_p95,abs_ev_p99,abs_ev_p999,abs_ev_max,mae,rmse,max_signed_error,min_signed_error,luma_abs_p50,luma_abs_p90,luma_abs_p95,luma_abs_p99,luma_abs_p999,luma_abs_max,psnr,ssim,deltaE2000_mean,deltaE2000_p95,deltaE2000_max
IMG_0342_converted,rgb_pre,96x128x3,96x128x3,float64,float32,ok,6.209080125052502e-10,1.8477308502684586e-09,3.113255554049176e-09,7.391832814174229e-09,2.5511670034284024e-08,2.9604314999431836e-08,2.0923433285244063e-08,4.072586339007676e-08,4.595688554453548e-08,5.302321407888772e-08,5.7729212495228634e-08,5.923622463701648e-08,3.0186125154636525e-08,5.875498602133526e-08,6.630173463339486e-08,7.649630675309228e-08,8.32855991415529e-08,8.545975553297077e-08,1.036095207628794e-09,2.107126199521551e-09,2.9558226977144386e-08,-2.9604314999431836e-08,4.615506726812768e-10,1.4901088085661502e-09,2.211635889010077e-09,5.6413936450061415e-09,1.985234677248798e-08,2.6333223268615313e-08,173.5261890589388,0.9999999999999977,3.0506244157181216e-07,1.0779361857466457e-06,8.898051714012977e-06
IMG_0342_converted,log_e_film,96x128x3,96x128x3,float64,float32,ok,6.465158514101788e-08,1.7201470492445026e-07,2.1247007561120408e-07,3.03694646008879e-07,4.1714904237833517e-07,6.792611648709368e-07,8.79288716676281e-08,2.841408933417788e-07,4.074839332875065e-07,1.2796161279957986e-06,1.4356297175565771e-05,0.0001336712730989115,0.0,0.0,0.0,4.675821486250485e-07,9.382915904119179e-06,0.00014161456521422943,8.105664441113394e-08,1.0552960694458876e-07,6.792611648709368e-07,-6.100012017729028e-07,3.550712894540009e-08,8.949216323550503e-08,1.0831127714855393e-07,1.4724602836579948e-07,2.0744849467546723e-07,2.405800614280196e-07,157.0948089765262,0.9999999999999738,5.089521684678895e-07,0.0,8.652748449627632e-05
IMG_0342_converted,cmy_film,96x128x3,96x128x3,float64,float32,ok,5.020541293809799e-08,1.4532107551756827e-07,1.7763201835552238e-07,2.413363540121338e-07,3.2438653440742124e-07,3.9326887832369373e-07,1.773293453298354e-07,5.466266367725029e-07,7.208595373351099e-07,1.2560276935554365e-06,2.087033530010022e-06,3.0718671156853572e-06,2.5583218369241345e-07,7.886153005495124e-07,1.0399799761942443e-06,1.8120640565495844e-06,3.010953104464722e-06,4.43177292305792e-06,6.498364812619764e-08,8.623124870610814e-08,3.9326887832369373e-07,-3.31719470669789e-07,2.9431341391772392e-08,8.287818097363344e-08,1.0181401886577568e-07,1.3891578936803248e-07,1.8737410933944432e-07,2.0342452067279027e-07,141.34193980684574,0.9999999999983702,1.9607602089492596e-05,4.650217522427173e-05,9.178728922235881e-05
IMG_0342_converted,log_e_print,96x128x3,96x128x3,float64,float32,ok,2.9345600586622167e-06,7.052587247147191e-06,1.1580698817642564e-05,2.078435018085024e-05,2.1682052124605278e-05,2.2581834577373172e-05,7.145675911729414e-06,2.2768422425544268e-05,2.7363767080396993e-05,7.668845256552692e-05,0.0007431404217576952,0.017839407388510052,9.56965637019549e-06,3.1111901888285206e-05,3.8437460855930544e-05,7.225197511687196e-05,0.0008207783933016003,0.025508917557161965,3.7729951234038436e-06,5.491390126072719e-06,2.2581834577373172e-05,-1.659712443724537e-05,2.7548701372615003e-06,6.193213061900238e-06,1.2863853131922487e-05,1.5130962315645924e-05,1.526665500696401e-05,1.5681963821623235e-05,105.24406894713594,0.9999999986423683,0.0012517929677261558,0.002188524409937018,0.003165780943536672
IMG_0342_converted,cmy_print,96x128x3,96x128x3,float64,float32,ok,3.5654840211396532e-06,1.7095439382130992e-05,2.026751245542968e-05,2.802167000783397e-05,3.51229816533625e-05,4.275373764039969e-05,2.040886994958734e-06,1.096703836240605e-05,1.5921448619014064e-05,2.2246770320653612e-05,3.7578485777011497e-05,5.9400461356695096e-05,2.944374527018374e-06,1.5822178511179222e-05,2.2969977584620818e-05,3.209494770589605e-05,5.421502234051962e-05,8.569929352658672e-05,6.450494684927695e-06,9.543571183249734e-06,3.5708101339348985e-05,-4.275373764039969e-05,3.6095441321992716e-06,8.969988032792031e-06,1.098975954750836e-05,1.4885835936864186e-05,1.8992342314687037e-05,2.3084467648093465e-05,113.46065745284926,0.9999999997301704,0.00011494162256749252,0.0011037233939652186,0.003907101230054723
IMG_0342_converted,rgb_out,96x128x3,96x128x3,float64,float32,ok,2.8516463989186613e-06,7.941404737962787e-06,9.540630794044323e-06,1.6830901088696907e-05,3.78711261609185e-05,8.034686498048504e-05,2.5602370802200105e-05,7.562265619589211e-05,0.00011249906178186163,0.00013690123655679223,0.00021182056385168397,0.001042691067019816,3.693593866078729e-05,0.00010910452899440838,0.0001622926865001686,0.00019749318855164478,0.0003055600696496163,0.0015050695233324338,3.6553824952677703e-06,5.255191116912238e-06,5.681407048829801e-05,-8.034686498048504e-05,1.1506194032562256e-06,3.4916383118283045e-06,4.507385903844418e-06,9.106891713884235e-06,1.3901465712996544e-05,2.1422370093282517e-05,105.58822970494654,0.9999999954035608,0.001358671327351741,0.0027115291735656357,0.013754351486434752
IMG_0342_converted,materialized_rgb_out,96x128x3,96x128x3,float64,float32,ok,2.8516463989186613e-06,7.941404737962787e-06,9.540630794044323e-06,1.6830901088696907e-05,3.78711261609185e-05,8.034686498048504e-05,2.5602370802200105e-05,7.562265619589211e-05,0.00011249906178186163,0.00013690123655679223,0.00021182056385168397,0.001042691067019816,3.693593866078729e-05,0.00010910452899440838,0.0001622926865001686,0.00019749318855164478,0.0003055600696496163,0.0015050695233324338,3.6553824952677703e-06,5.255191116912238e-06,5.681407048829801e-05,-8.034686498048504e-05,1.1506194032562256e-06,3.4916383118283045e-06,4.507385903844418e-06,9.106891713884235e-06,1.3901465712996544e-05,2.1422370093282517e-05,105.58822970494654,0.9999999954035608,0.001358671327351741,0.0027115291735656357,0.013754351486434752
IMG_0342_converted,export_png16_roundtrip,96x128x3,96x128x3,float32,float32,ok,0.0,1.52587890625e-05,1.52587890625e-05,1.5266239643096924e-05,4.57763671875e-05,7.62939453125e-05,0.0,0.0001587277351993556,0.0001980834613980566,0.00031519111490154047,0.00039858084764029606,0.001538500638887477,0.0,0.00022901386850789936,0.00028574569053274796,0.00045470596832647555,0.0005751450905748528,0.002221295666487162,3.6392597293241934e-06,7.729064556349294e-06,6.103515625e-05,-7.62939453125e-05,1.1016845703135103e-06,1.0913085937480638e-05,1.0913085937508393e-05,1.415710449217955e-05,1.7401123046933975e-05,2.5070190429687944e-05,102.23746130559007,0.9999999797113901,0.0016715213317453435,0.0046205941890492845,0.013629435758230248
IMG20260603204611.,rgb_in,128x96x3,128x96x3,float64,float32,ok,7.26044903018308e-10,7.015797098830492e-09,1.2339493804525125e-08,2.6037707421267033e-08,3.6377235224094306e-08,5.952475179427097e-08,2.0877853290643007e-08,4.047189631861634e-08,4.5526704919570334e-08,5.3007785477495926e-08,5.761957282050714e-08,5.919232708698658e-08,3.01203750645285e-08,5.838849180079776e-08,6.568113543728644e-08,7.647403458733364e-08,8.31274240042422e-08,8.539647351102056e-08,2.6043530346171068e-09,5.533433950807931e-09,5.952475179427097e-08,-5.9264982255058385e-08,5.375324768630563e-10,5.601842892333234e-09,9.95739541098661e-09,1.9409877038967165e-08,2.6554757412867053e-08,4.423206034775973e-08,165.83438413596753,0.9999999999999979,7.11552239186355e-07,2.859830682413761e-06,1.0536989023978323e-05
IMG20260603204611.,rgb_pre,128x96x3,128x96x3,float64,float32,ok,7.26044903018308e-10,7.015797098830492e-09,1.2339493804525125e-08,2.6037707421267033e-08,3.6377235224094306e-08,5.952475179427097e-08,2.0877853290643007e-08,4.047189631861634e-08,4.5526704919570334e-08,5.3007785477495926e-08,5.761957282050714e-08,5.919232708698658e-08,3.01203750645285e-08,5.838849180079776e-08,6.568113543728644e-08,7.647403458733364e-08,8.31274240042422e-08,8.539647351102056e-08,2.6043530346171068e-09,5.533433950807931e-09,5.952475179427097e-08,-5.9264982255058385e-08,5.375324768630563e-10,5.601842892333234e-09,9.95739541098661e-09,1.9409877038967165e-08,2.6554757412867053e-08,4.423206034775973e-08,165.83438413596753,0.9999999999999979,7.11552239186355e-07,2.859830682413761e-06,1.0536989023978323e-05
IMG20260603204611.,log_e_film,128x96x3,128x96x3,float64,float32,ok,6.585946543680166e-08,1.6774535579466849e-07,2.0400227238315245e-07,2.807177050356826e-07,3.7187253607596456e-07,5.524180002325352e-07,1.0242775267408278e-07,5.980521829550275e-07,1.2410030366154993e-06,5.613244554673955e-06,6.19176877709617e-05,0.004405777116126293,0.0,3.275091135314703e-07,7.834111911468948e-07,4.243189310092329e-06,3.0034497525649227e-05,0.006338643909260903,8.03961580630076e-08,1.0246929618018652e-07,4.211436746004438e-07,-5.524180002325352e-07,3.879240967341602e-08,9.311305561032769e-08,1.1198449720861693e-07,1.5223950698028952e-07,2.1490360692100293e-07,2.54816427069926e-07,147.12593300947046,0.9999999999997268,3.896880277446173e-06,2.2880319263153974e-05,7.006894372986298e-05
IMG20260603204611.,cmy_film,128x96x3,128x96x3,float64,float32,ok,4.7017937369886464e-08,1.4265951530090255e-07,1.7561175986724463e-07,2.437788249742845e-07,3.267066909343756e-07,4.1639561820794313e-07,1.500365066569769e-07,5.450362468855909e-07,7.204308914502718e-07,1.1623605312891152e-06,1.8958653119568088e-06,3.5470130304396462e-06,2.1645692083034147e-07,7.863209531973809e-07,1.0393621646748914e-06,1.6769323070107706e-06,2.735155712765649e-06,5.117204608500228e-06,6.251643475348094e-08,8.426385940581245e-08,4.1639561820794313e-07,-3.806421459140452e-07,3.044816351827073e-08,8.9524994884016e-08,1.0919374677370586e-07,1.4597190868270714e-07,1.905929731960192e-07,2.1908596459230267e-07,141.8655687102871,0.9999999999990887,1.743779358928875e-05,4.1947725961192646e-05,9.05544359542865e-05
IMG20260603204611.,log_e_print,128x96x3,128x96x3,float64,float32,ok,2.9037980212240355e-06,7.108798529335134e-06,1.366577235083488e-05,2.0797468264801562e-05,2.195523943405721e-05,2.256517181842277e-05,7.679377604902704e-06,4.511213189045373e-05,9.945958345705968e-05,0.0004471463449628819,0.0034167565883890774,34.43665403208694,4.347744318704511e-06,3.899322364922487e-05,7.037041614435818e-05,0.0004381196397252799,0.002242976638160304,0.01722594349388413,3.826805978796073e-06,5.660810441584861e-06,2.256517181842277e-05,-1.1780447810028072e-05,3.1308363377044457e-06,6.106721446474955e-06,1.4193200570317141e-05,1.524031063150355e-05,1.5536416981639113e-05,1.5754580091953407e-05,105.43223026708108,0.999999998074887,0.0009111551248550956,0.0018766844537258499,0.0032728826972367414
IMG20260603204611.,cmy_print,128x96x3,128x96x3,float64,float32,ok,2.60409325747446e-06,1.4953569849018859e-05,1.91411665862784e-05,2.6199719699280255e-05,3.110401389225635e-05,3.4011700611458195e-05,1.8933267402849694e-06,2.2699798127578138e-05,2.850814457894749e-05,4.572372826328825e-05,5.529071373451309e-05,7.020390551089739e-05,2.7314905006848836e-06,3.274888552349999e-05,4.1128145656801795e-05,6.596387462220897e-05,7.976542414935966e-05,0.00010127925084656691,5.197184823076233e-06,8.141908925589159e-06,3.4011700611458195e-05,-2.9386242972107013e-05,3.4927337313195306e-06,1.0461870370281903e-05,1.2254796226712772e-05,1.564141412515152e-05,1.9254560975479033e-05,2.0525502964385822e-05,106.64509400764261,0.9999999988384253,0.00041737482433242055,0.0017881125325957777,0.003796165227823786
IMG20260603204611.,rgb_out,128x96x3,128x96x3,float64,float32,ok,3.5140394217259008e-06,1.3225339130662488e-05,2.1339155753335993e-05,6.889928453064799e-05,8.722786654736843e-05,9.067273280405352e-05,2.4121531796997072e-05,9.382202749408762e-05,0.00012365761471931028,0.00014146602720326512,0.00015552270691689422,0.00037559204158193555,3.4799594163386647e-05,0.00013535910875240936,0.00017838917251769562,0.000204077871824136,0.00022435436454966453,0.0005419663620396713,6.839038863027942e-06,1.3002744598663604e-05,9.067273280405352e-05,-7.567650852402519e-05,1.514341434603883e-06,9.32227886282222e-06,1.281783565556804e-05,2.8614831231489325e-05,3.286643341363723e-05,3.468980017040657e-05,97.71929935656041,0.9999999826639009,0.0022478281343795183,0.006220053074786405,0.02341498201175463
IMG20260603204611.,materialized_rgb_out,128x96x3,128x96x3,float64,float32,ok,3.5140394217259008e-06,1.3225339130662488e-05,2.1339155753335993e-05,6.889928453064799e-05,8.722786654736843e-05,9.067273280405352e-05,2.4121531796997072e-05,9.382202749408762e-05,0.00012365761471931028,0.00014146602720326512,0.00015552270691689422,0.00037559204158193555,3.4799594163386647e-05,0.00013535910875240936,0.00017838917251769562,0.000204077871824136,0.00022435436454966453,0.0005419663620396713,6.839038863027942e-06,1.3002744598663604e-05,9.067273280405352e-05,-7.567650852402519e-05,1.514341434603883e-06,9.32227886282222e-06,1.281783565556804e-05,2.8614831231489325e-05,3.286643341363723e-05,3.468980017040657e-05,97.71929935656041,0.9999999826639009,0.0022478281343795183,0.006220053074786405,0.02341498201175463
IMG20260603204611.,export_png16_roundtrip,128x96x3,128x96x3,float32,float32,ok,0.0,1.52587890625e-05,1.5266239643096924e-05,7.62939453125e-05,9.1552734375e-05,9.161233901977539e-05,0.0,0.00016693400386333406,0.00021809918678182617,0.00035510821784224595,0.0003991954885452044,0.0005608439331946696,0.0,0.00024084287894095906,0.0003146162626944154,0.0005124037303846683,0.0005760321833453119,0.0008093534453565734,6.839729899689297e-06,1.4281426616217055e-05,9.161233901977539e-05,-7.635354995727539e-05,3.2440185546850353e-06,1.091308593759166e-05,1.4157104492262818e-05,2.743225097645574e-05,3.834533691401554e-05,3.834533691415842e-05,96.90456814726922,0.9999999679824579,0.0024912585141027774,0.0070372763790127425,0.025077372396342754
IMG_9333,rgb_in,95x126x3,95x126x3,float64,float32,ok,1.5798960967608466e-10,8.624428969594701e-10,2.3511522916075335e-09,9.168474272014366e-09,2.2466034896528912e-08,3.6377235224094306e-08,2.0622720463230317e-08,3.986270849586011e-08,4.494332573944921e-08,5.2968074659454125e-08,5.732343516205839e-08,5.934059139699639e-08,2.9640301661965757e-08,5.747182494260119e-08,6.482445483464258e-08,7.638679397149541e-08,8.270012072592989e-08,8.561034706544575e-08,5.662142740613938e-10,1.8420455202001191e-09,3.6377235224094306e-08,-2.978684010557231e-08,1.2214983191594087e-10,6.816455407065994e-10,1.800202471813338e-09,6.728366419572747e-09,1.700330441600822e-08,2.5128956582243234e-08,174.79572871764773,0.9999999999999992,1.7188375750684794e-07,9.075876067048588e-07,8.230741180355421e-06
IMG_9333,rgb_pre,95x126x3,95x126x3,float64,float32,ok,1.5798960967608466e-10,8.624428969594701e-10,2.3511522916075335e-09,9.168474272014366e-09,2.2466034896528912e-08,3.6377235224094306e-08,2.0622720463230317e-08,3.986270849586011e-08,4.494332573944921e-08,5.2968074659454125e-08,5.732343516205839e-08,5.934059139699639e-08,2.9640301661965757e-08,5.747182494260119e-08,6.482445483464258e-08,7.638679397149541e-08,8.270012072592989e-08,8.561034706544575e-08,5.662142740613938e-10,1.8420455202001191e-09,3.6377235224094306e-08,-2.978684010557231e-08,1.2214983191594087e-10,6.816455407065994e-10,1.800202471813338e-09,6.728366419572747e-09,1.700330441600822e-08,2.5128956582243234e-08,174.79572871764773,0.9999999999999992,1.7188375750684794e-07,9.075876067048588e-07,8.230741180355421e-06
IMG_9333,log_e_film,95x126x3,95x126x3,float64,float32,ok,7.383679134775889e-08,1.873369795069025e-07,2.2823847429798143e-07,3.180620500065068e-07,4.499467427048232e-07,8.950749044167594e-07,5.907242549857886e-08,1.7924964683085587e-07,2.8252215768634927e-07,1.5031357696465344e-06,1.4349122486711216e-05,0.0001953915123342188,0.0,0.0,0.0,1.0152608923845943e-06,1.0742131013486345e-05,0.0002176980823108442,8.987422747276553e-08,1.1536874028934936e-07,8.875285035792047e-07,-8.950749044167594e-07,4.4252693398583176e-08,1.077484366174275e-07,1.3074313368610646e-07,1.7528927238608078e-07,2.3666220010687458e-07,4.1180292775777616e-07,154.31012236844086,0.9999999999999711,9.509880591441075e-07,0.0,8.021562485870272e-05
IMG_9333,cmy_film,95x126x3,95x126x3,float64,float32,ok,1.9229282239435763e-08,8.555536597232294e-08,1.1596356363774427e-07,1.8192147397622085e-07,2.585151385335883e-07,4.2099193153788406e-07,2.776612058448356e-07,8.122051635983398e-07,1.0266206996578622e-06,1.5439155566921007e-06,2.9557649395884263e-06,3.434902479891466e-05,4.005791773849678e-07,1.171763564346266e-06,1.4811006840978779e-06,2.2273987905506473e-06,4.264201096877813e-06,4.9384311873283614e-05,3.358070827590527e-08,5.195257769954697e-08,4.2099193153788406e-07,-3.5564991368586263e-07,1.3895732797059024e-08,5.437875885833112e-08,7.17326406662888e-08,1.1105366000907499e-07,1.5365608715700614e-07,2.1571927105723532e-07,145.75410938737593,0.9999999999994892,1.0000075080611356e-05,3.0238537158156633e-05,0.00010265443959739617
IMG_9333,log_e_print,95x126x3,95x126x3,float64,float32,ok,3.6105877085912397e-06,1.718416384526301e-05,2.0419229561102744e-05,2.15913551610758e-05,2.190068463435513e-05,2.2467145642024455e-05,6.148507791317617e-06,2.4859220931824363e-05,2.7149243499764318e-05,9.738046397890192e-05,0.0008125014920653109,0.0065172469514013865,7.698604984775086e-06,3.389310486440743e-05,3.8623301016347725e-05,7.116953118164649e-05,0.0007533239007253051,0.009433055906001953,5.854679456148022e-06,8.558295607205631e-06,2.2467145642024455e-05,-1.7115211392415564e-05,4.293451572767726e-06,1.4588710718865806e-05,1.5216169424553393e-05,1.562037548552331e-05,1.586715410801465e-05,1.659884365845521e-05,101.38354306761866,0.999999994996391,0.001409203643004,0.002476831655832407,0.005026601969690379
